-1.3046 -0.1606 0.0000
-1.4341 -0.3372 0.0000
-1.3475 -0.0421 0.0000
-1.3426 0.0746 0.0000
-1.2433 -0.0451 0.0000
-1.3477 0.0140 0.0000
-1.2695 0.0159 0.0000
-1.2560 -0.0217 0.0000
-1.4525 -0.1600 0.0000
-1.4813 0.2405 0.0000
-1.2533 0.1410 0.0000
-1.1160 0.1336 0.0000
-1.2506 0.0134 0.0000
-1.4179 0.1585 0.0000
-1.1427 0.1662 0.0000
-1.2654 0.2749 0.0000
-1.3093 0.4972 0.0000
-0.8894 0.5117 0.0000
-1.2147 0.4365 0.0000
-1.0589 0.5416 0.0000
-1.0974 0.3831 0.0000
-1.1807 0.5650 0.0000
-1.0185 0.5226 0.0000
-1.1234 0.5162 0.0000
-0.9260 0.5602 0.0000
-1.1131 0.6486 0.0000
-1.0704 0.4117 0.0000
-1.3090 0.6600 0.0000
-0.9298 0.6564 0.0000
-0.7473 0.7469 0.0000
-0.8765 0.7687 0.0000
-1.0327 0.6897 0.0000
-0.8800 0.6879 0.0000
-0.7897 0.8371 0.0000
-0.9968 0.5561 0.0000
-0.7329 0.8403 0.0000
-0.9754 0.4914 0.0000
-0.5870 0.8492 0.0000
-0.7836 0.9945 0.0000
-0.5976 0.7718 0.0000
-0.6082 1.1435 0.0000
-0.5593 0.8088 0.0000
-0.4512 0.6593 0.0000
-0.4470 0.9503 0.0000
-0.5153 0.8144 0.0000
-0.4882 0.8137 0.0000
-0.3907 0.9800 0.0000
-0.3310 0.9054 0.0000
-0.4595 0.8447 0.0000
-0.2568 0.8148 0.0000
-0.1615 0.6493 0.0000
-0.1068 0.9994 0.0000
-0.3376 0.9333 0.0000
-0.0439 0.8333 0.0000
-0.0312 0.8441 0.0000
-0.1402 0.8472 0.0000
-0.0961 1.0671 0.0000
0.0436 0.9985 0.0000
-0.2503 0.7038 0.0000
-0.1422 0.9170 0.0000
-0.1054 0.9390 0.0000
-0.0536 0.8220 0.0000
0.3137 0.8682 0.0000
0.0720 0.6508 0.0000
0.0782 0.8938 0.0000
-0.0973 0.6904 0.0000
0.1411 0.7367 0.0000
0.1296 0.7934 0.0000
0.2079 0.5609 0.0000
0.2143 0.8637 0.0000
0.0133 0.8896 0.0000
0.2598 0.6927 0.0000
0.1868 0.9497 0.0000
0.1563 0.3887 0.0000
0.2798 0.5154 0.0000
0.2081 0.6446 0.0000
0.3619 0.4604 0.0000
0.4530 0.2400 0.0000
0.3655 0.4805 0.0000
0.4878 0.3051 0.0000
0.3224 0.4864 0.0000
0.4199 0.3399 0.0000
0.4536 0.2371 0.0000
0.4703 0.3144 0.0000
0.3250 0.3584 0.0000
0.4466 0.2982 0.0000
0.6724 0.3708 0.0000
0.5432 0.2119 0.0000
0.6769 0.1165 0.0000
0.5262 0.2860 0.0000
0.8319 0.2159 0.0000
0.6931 -0.0227 0.0000
0.3347 -0.0805 0.0000
0.6928 0.0936 0.0000
0.4681 0.0717 0.0000
0.6455 -0.0896 0.0000
0.6603 -0.0498 0.0000
0.6617 -0.1023 0.0000
0.5885 -0.0414 0.0000
0.5709 -0.1069 0.0000
-0.5597 0.1367 1.0000
-0.6311 0.2434 1.0000
-0.4894 0.0448 1.0000
-0.6578 0.1441 1.0000
-0.4873 0.2604 1.0000
-0.5392 -0.0516 1.0000
-0.6547 -0.0502 1.0000
-0.6288 -0.1486 1.0000
-0.7275 -0.1015 1.0000
-0.6298 0.0501 1.0000
-0.3436 -0.2539 1.0000
-0.6768 -0.1921 1.0000
-0.6052 -0.2849 1.0000
-0.4088 -0.1798 1.0000
-0.5129 -0.2064 1.0000
-0.3433 -0.3513 1.0000
-0.5111 -0.3768 1.0000
-0.4578 -0.3235 1.0000
-0.3441 -0.5589 1.0000
-0.4199 -0.3592 1.0000
-0.3887 -0.4941 1.0000
-0.6470 -0.5287 1.0000
-0.4376 -0.4311 1.0000
-0.2540 -0.5804 1.0000
-0.5833 -0.5855 1.0000
-0.2180 -0.5837 1.0000
-0.3327 -0.4320 1.0000
-0.4364 -0.6702 1.0000
-0.4299 -0.6884 1.0000
-0.4017 -0.7903 1.0000
-0.2743 -0.5594 1.0000
-0.2300 -0.5676 1.0000
-0.0773 -0.6538 1.0000
-0.0194 -0.7473 1.0000
-0.1527 -0.7179 1.0000
-0.2595 -0.5159 1.0000
-0.0402 -0.8188 1.0000
0.1271 -0.7987 1.0000
0.0809 -0.5309 1.0000
0.1404 -0.8573 1.0000
0.1402 -0.6199 1.0000
-0.0565 -0.6858 1.0000
0.0977 -0.8960 1.0000
0.1566 -0.7853 1.0000
0.2867 -0.9838 1.0000
0.1906 -1.0191 1.0000
0.0526 -0.7277 1.0000
-0.0401 -0.8271 1.0000
0.3977 -0.7768 1.0000
0.5240 -0.9277 1.0000
0.3055 -0.9099 1.0000
0.5350 -0.8659 1.0000
0.5637 -0.8476 1.0000
0.4200 -0.9719 1.0000
0.5199 -0.7543 1.0000
0.6421 -0.7453 1.0000
0.6160 -0.7585 1.0000
0.4763 -0.8627 1.0000
0.5213 -0.8194 1.0000
0.6220 -0.7689 1.0000
0.6079 -0.7382 1.0000
0.8823 -0.8498 1.0000
0.6742 -0.6028 1.0000
1.0800 -0.5724 1.0000
0.7631 -0.7106 1.0000
0.8309 -0.7879 1.0000
0.9476 -0.7258 1.0000
0.6503 -0.6596 1.0000
0.9792 -0.6558 1.0000
0.9327 -0.5266 1.0000
0.9087 -0.4398 1.0000
1.2249 -0.5257 1.0000
1.0020 -0.6705 1.0000
0.8749 -0.6966 1.0000
0.9947 -0.4664 1.0000
1.2899 -0.7225 1.0000
1.2173 -0.3204 1.0000
1.1954 -0.5276 1.0000
1.2815 -0.4800 1.0000
1.2609 -0.4442 1.0000
1.2198 -0.5365 1.0000
1.2043 -0.3410 1.0000
1.2503 -0.3602 1.0000
1.2035 -0.3879 1.0000
1.3811 -0.0959 1.0000
1.2714 -0.1807 1.0000
1.4145 -0.0326 1.0000
1.1280 -0.3075 1.0000
1.3946 -0.0686 1.0000
1.1405 -0.2190 1.0000
1.2109 -0.1448 1.0000
1.4998 0.0787 1.0000
1.1156 -0.0481 1.0000
1.5878 0.1745 1.0000
1.2817 0.4193 1.0000
1.3417 -0.0501 1.0000
1.2290 -0.1015 1.0000
1.4039 0.2343 1.0000
1.2912 0.1612 1.0000
1.2759 0.1342 1.0000
